semester,hallticket,subject_code,subject_name,internal_marks,external_marks,total,cgpa,grade,credits
Semester 1,246BIA73037,CS203,Database Systems,40,42,82,7.7,B+,4
Semester 1,246BIA73037,CS301,Machine Learning,42,34,76,7.9,B+,4
Semester 1,246BIA73037,CS302,Computer Networks,41,50,91,8.1,A,4
Semester 1,246BIA73037,CS303,Software Engineering,28,33,61,6.8,B,4
Semester 1,246BIA73037,CS304,Artificial Intelligence,46,26,72,6.9,B,4
Semester 1,246BIA73038,CS101,Mathematics,49,32,81,8.6,A,4
Semester 1,246BIA73038,CS102,Physics,49,35,84,7.4,B+,4
Semester 1,246BIA73038,CS103,Chemistry,25,41,66,7.1,B+,4
Semester 1,246BIA73038,CS201,Data Structures,44,38,82,8.4,A,4
Semester 1,246BIA73038,CS202,Operating Systems,47,39,86,8.5,A,4
Semester 1,246BIA73038,CS203,Database Systems,36,50,86,9.2,A+,4
Semester 1,246BIA73038,CS301,Machine Learning,48,45,93,10.0,A+,4
Semester 1,246BIA73038,CS302,Computer Networks,41,25,66,7.6,B+,4
Semester 1,246BIA73038,CS303,Software Engineering,48,47,95,10.0,A+,4
Semester 1,246BIA73038,CS304,Artificial Intelligence,33,32,65,7.0,B+,4
Semester 1,246BIA73039,CS101,Mathematics,38,44,82,8.2,A,4
Semester 1,246BIA73039,CS102,Physics,44,47,91,8.8,A,4
Semester 1,246BIA73039,CS103,Chemistry,26,30,56,5.4,C+,4
Semester 1,246BIA73039,CS201,Data Structures,38,29,67,7.0,B+,4
Semester 1,246BIA73039,CS202,Operating Systems,37,32,69,7.2,B+,4
Semester 1,246BIA73039,CS203,Database Systems,26,49,75,8.0,A,4
Semester 1,246BIA73039,CS301,Machine Learning,36,37,73,7.8,B+,4
Semester 1,246BIA73039,CS302,Computer Networks,28,28,56,6.1,B,4
Semester 1,246BIA73039,CS303,Software Engineering,36,38,74,7.8,B+,4
Semester 1,246BIA73039,CS304,Artificial Intelligence,31,27,58,6.7,B,4
Semester 1,246BIA73040,CS101,Mathematics,45,30,75,7.1,B+,4
Semester 1,246BIA73040,CS102,Physics,41,34,75,7.6,B+,4
Semester 1,246BIA73040,CS103,Chemistry,37,32,69,6.9,B,4
Semester 1,246BIA73040,CS201,Data Structures,46,35,81,8.4,A,4
Semester 1,246BIA73040,CS202,Operating Systems,27,38,65,6.7,B,4
Semester 1,246BIA73040,CS203,Database Systems,40,39,79,7.3,B+,4
Semester 1,246BIA73040,CS301,Machine Learning,48,35,83,8.3,A,4
Semester 1,246BIA73040,CS302,Computer Networks,47,35,82,8.0,A,4
Semester 1,246BIA73040,CS303,Software Engineering,30,28,58,5.5,C+,4
Semester 1,246BIA73040,CS304,Artificial Intelligence,29,43,72,7.7,B+,4
Semester 1,246BIA73041,CS101,Mathematics,39,32,71,6.1,B,4
Semester 1,246BIA73041,CS102,Physics,33,30,63,5.6,C+,4
Semester 1,246BIA73041,CS103,Chemistry,43,25,68,5.9,C+,4
Semester 1,246BIA73041,CS201,Data Structures,40,45,85,8.9,A,4
Semester 1,246BIA73041,CS202,Operating Systems,29,30,59,6.0,B,4
Semester 1,246BIA73041,CS203,Database Systems,37,45,82,8.1,A,4
Semester 1,246BIA73041,CS301,Machine Learning,25,28,53,5.4,C+,4
Semester 1,246BIA73041,CS302,Computer Networks,25,35,60,5.9,C+,4
Semester 1,246BIA73041,CS303,Software Engineering,34,48,82,9.2,A+,4
Semester 1,246BIA73041,CS304,Artificial Intelligence,30,41,71,8.0,A,4
Semester 1,246BIA73042,CS101,Mathematics,40,31,71,6.9,B,4
Semester 1,246BIA73042,CS102,Physics,49,37,86,7.7,B+,4
Semester 1,246BIA73042,CS103,Chemistry,41,25,66,6.0,B,4
Semester 1,246BIA73042,CS201,Data Structures,31,25,56,5.6,C+,4
Semester 1,246BIA73042,CS202,Operating Systems,30,39,69,7.1,B+,4
Semester 1,246BIA73042,CS203,Database Systems,26,35,61,5.1,C+,4
Semester 1,246BIA73042,CS301,Machine Learning,29,36,65,6.8,B,4
Semester 1,246BIA73042,CS302,Computer Networks,48,36,84,7.6,B+,4
Semester 1,246BIA73042,CS303,Software Engineering,32,42,74,7.6,B+,4
Semester 1,246BIA73042,CS304,Artificial Intelligence,37,31,68,7.7,B+,4
Semester 1,246BIA73043,CS101,Mathematics,32,30,62,7.0,B+,4
Semester 1,246BIA73043,CS102,Physics,34,40,74,7.6,B+,4
Semester 1,246BIA73043,CS103,Chemistry,37,34,71,7.6,B+,4
Semester 1,246BIA73043,CS201,Data Structures,43,44,87,8.9,A,4
Semester 1,246BIA73043,CS202,Operating Systems,28,42,70,6.7,B,4
Semester 1,246BIA73043,CS203,Database Systems,39,47,86,7.6,B+,4
Semester 1,246BIA73043,CS301,Machine Learning,43,44,87,8.3,A,4
Semester 1,246BIA73043,CS302,Computer Networks,28,49,77,8.4,A,4
Semester 1,246BIA73043,CS303,Software Engineering,35,47,82,7.8,B+,4
Semester 1,246BIA73043,CS304,Artificial Intelligence,48,36,84,8.6,A,4
Semester 1,246BIA73044,CS101,Mathematics,46,28,74,7.6,B+,4
Semester 1,246BIA73044,CS102,Physics,35,41,76,7.1,B+,4
Semester 1,246BIA73044,CS103,Chemistry,44,33,77,8.5,A,4
Semester 1,246BIA73044,CS201,Data Structures,32,25,57,5.9,C+,4
Semester 1,246BIA73044,CS202,Operating Systems,25,49,74,7.8,B+,4
Semester 1,246BIA73044,CS203,Database Systems,40,50,90,8.9,A,4
Semester 1,246BIA73044,CS301,Machine Learning,44,26,70,6.3,B,4
Semester 1,246BIA73044,CS302,Computer Networks,36,31,67,6.2,B,4
Semester 1,246BIA73044,CS303,Software Engineering,35,33,68,7.6,B+,4
Semester 1,246BIA73044,CS304,Artificial Intelligence,35,38,73,6.3,B,4
Semester 1,246BIA73045,CS101,Mathematics,45,38,83,9.2,A+,4
Semester 1,246BIA73045,CS102,Physics,31,40,71,7.7,B+,4
Semester 1,246BIA73045,CS103,Chemistry,33,44,77,7.1,B+,4
Semester 1,246BIA73045,CS201,Data Structures,40,48,88,8.5,A,4
Semester 1,246BIA73045,CS202,Operating Systems,44,43,87,7.8,B+,4
Semester 1,246BIA73045,CS203,Database Systems,30,34,64,5.4,C+,4
Semester 1,246BIA73045,CS301,Machine Learning,34,25,59,4.9,C,4
Semester 1,246BIA73045,CS302,Computer Networks,47,42,89,8.9,A,4
Semester 1,246BIA73045,CS303,Software Engineering,49,33,82,7.5,B+,4
Semester 1,246BIA73045,CS304,Artificial Intelligence,27,25,52,5.1,C+,4
Semester 1,246BIA73046,CS101,Mathematics,42,41,83,8.2,A,4
Semester 1,246BIA73046,CS102,Physics,47,41,88,8.7,A,4
Semester 1,246BIA73046,CS103,Chemistry,43,47,90,8.1,A,4
Semester 1,246BIA73046,CS201,Data Structures,48,33,81,8.8,A,4
Semester 1,246BIA73046,CS202,Operating Systems,47,46,93,8.9,A,4
Semester 1,246BIA73046,CS203,Database Systems,25,28,53,4.7,C,4
Semester 1,246BIA73046,CS301,Machine Learning,40,48,88,9.6,A+,4
Semester 1,246BIA73046,CS302,Computer Networks,28,43,71,7.2,B+,4
Semester 1,246BIA73046,CS303,Software Engineering,44,31,75,7.7,B+,4
Semester 1,246BIA73046,CS304,Artificial Intelligence,46,38,84,8.8,A,4
Semester 1,246BIA73047,CS101,Mathematics,42,26,68,6.0,B,4
Semester 1,246BIA73047,CS102,Physics,47,43,90,8.7,A,4
Semester 1,246BIA73047,CS103,Chemistry,44,45,89,9.5,A+,4
Semester 1,246BIA73047,CS201,Data Structures,40,31,71,6.5,B,4
Semester 1,246BIA73047,CS202,Operating Systems,35,37,72,7.8,B+,4
Semester 1,246BIA73047,CS203,Database Systems,31,28,59,5.7,C+,4
Semester 1,246BIA73047,CS301,Machine Learning,34,32,66,7.4,B+,4
Semester 1,246BIA73047,CS302,Computer Networks,40,39,79,8.7,A,4
Semester 1,246BIA73047,CS303,Software Engineering,39,34,73,7.4,B+,4
Semester 1,246BIA73047,CS304,Artificial Intelligence,45,46,91,8.9,A,4
Semester 1,246BIA73048,CS101,Mathematics,31,48,79,7.0,B+,4
Semester 1,246BIA73048,CS102,Physics,32,45,77,6.8,B,4
Semester 1,246BIA73048,CS103,Chemistry,49,29,78,8.1,A,4
Semester 1,246BIA73048,CS201,Data Structures,36,41,77,7.6,B+,4
Semester 1,246BIA73048,CS202,Operating Systems,50,42,92,9.9,A+,4
Semester 1,246BIA73048,CS203,Database Systems,26,50,76,6.9,B,4
Semester 1,246BIA73048,CS301,Machine Learning,39,32,71,6.2,B,4
Semester 1,246BIA73048,CS302,Computer Networks,27,39,66,7.5,B+,4
Semester 1,246BIA73048,CS303,Software Engineering,49,28,77,8.6,A,4
Semester 1,246BIA73048,CS304,Artificial Intelligence,44,41,85,9.4,A+,4
Semester 1,246BIA73049,CS101,Mathematics,43,33,76,7.9,B+,4
Semester 1,246BIA73049,CS102,Physics,25,41,66,5.7,C+,4
Semester 1,246BIA73049,CS103,Chemistry,41,48,89,8.2,A,4
Semester 1,246BIA73049,CS201,Data Structures,40,44,84,8.2,A,4
Semester 1,246BIA73049,CS202,Operating Systems,30,42,72,6.5,B,4
Semester 1,246BIA73049,CS203,Database Systems,43,48,91,8.2,A,4
Semester 1,246BIA73049,CS301,Machine Learning,49,50,99,10.0,A+,4
Semester 1,246BIA73049,CS302,Computer Networks,45,33,78,8.3,A,4
Semester 1,246BIA73049,CS303,Software Engineering,49,25,74,6.5,B,4
Semester 1,246BIA73049,CS304,Artificial Intelligence,44,37,81,7.9,B+,4
Semester 1,246BIA73050,CS101,Mathematics,50,44,94,8.4,A,4
Semester 1,246BIA73050,CS102,Physics,39,49,88,9.3,A+,4
Semester 1,246BIA73050,CS103,Chemistry,33,50,83,8.8,A,4
Semester 1,246BIA73050,CS201,Data Structures,39,40,79,6.9,B,4
Semester 1,246BIA73050,CS202,Operating Systems,47,31,78,8.5,A,4
Semester 1,246BIA73050,CS203,Database Systems,39,42,81,7.8,B+,4
Semester 1,246BIA73050,CS301,Machine Learning,36,46,82,8.1,A,4
Semester 1,246BIA73050,CS302,Computer Networks,30,43,73,7.5,B+,4
Semester 1,246BIA73050,CS303,Software Engineering,49,47,96,9.5,A+,4
Semester 1,246BIA73050,CS304,Artificial Intelligence,39,26,65,6.5,B,4
Semester 1,246BIA73051,CS101,Mathematics,28,44,72,6.9,B,4
Semester 1,246BIA73051,CS102,Physics,45,50,95,9.2,A+,4
Semester 1,246BIA73051,CS103,Chemistry,32,29,61,6.8,B,4
Semester 1,246BIA73051,CS201,Data Structures,39,27,66,5.7,C+,4
Semester 1,246BIA73051,CS202,Operating Systems,30,50,80,8.3,A,4
Semester 1,246BIA73051,CS203,Database Systems,48,37,85,7.8,B+,4
Semester 1,246BIA73051,CS301,Machine Learning,46,32,78,6.9,B,4
Semester 1,246BIA73051,CS302,Computer Networks,34,41,75,8.4,A,4
Semester 1,246BIA73051,CS303,Software Engineering,38,41,79,7.3,B+,4
Semester 1,246BIA73051,CS304,Artificial Intelligence,40,47,87,9.7,A+,4
Semester 1,246BIA73052,CS101,Mathematics,30,39,69,7.7,B+,4
Semester 1,246BIA73052,CS102,Physics,35,31,66,6.0,B,4
Semester 1,246BIA73052,CS103,Chemistry,31,44,75,8.4,A,4
Semester 1,246BIA73052,CS201,Data Structures,44,32,76,7.0,B+,4
Semester 1,246BIA73052,CS202,Operating Systems,32,49,81,8.2,A,4
Semester 1,246BIA73052,CS203,Database Systems,27,32,59,6.5,B,4
Semester 1,246BIA73052,CS301,Machine Learning,41,36,77,7.3,B+,4
Semester 1,246BIA73052,CS302,Computer Networks,45,32,77,7.6,B+,4
Semester 1,246BIA73052,CS303,Software Engineering,40,36,76,7.5,B+,4
Semester 1,246BIA73052,CS304,Artificial Intelligence,32,48,80,8.3,A,4
Semester 1,246BIA73053,CS101,Mathematics,25,41,66,7.5,B+,4
Semester 1,246BIA73053,CS102,Physics,27,34,61,6.9,B,4
Semester 1,246BIA73053,CS103,Chemistry,47,34,81,8.9,A,4
Semester 1,246BIA73053,CS201,Data Structures,42,42,84,8.5,A,4
Semester 1,246BIA73053,CS202,Operating Systems,40,29,69,6.9,B,4
Semester 1,246BIA73053,CS203,Database Systems,46,48,94,9.2,A+,4
Semester 1,246BIA73053,CS301,Machine Learning,49,38,87,8.3,A,4
Semester 1,246BIA73053,CS302,Computer Networks,34,29,63,5.8,C+,4
Semester 1,246BIA73053,CS303,Software Engineering,48,45,93,9.9,A+,4
Semester 1,246BIA73053,CS304,Artificial Intelligence,30,46,76,7.4,B+,4
Semester 1,246BIA73054,CS101,Mathematics,46,40,86,9.3,A+,4
Semester 1,246BIA73054,CS102,Physics,49,43,92,8.8,A,4
Semester 1,246BIA73054,CS103,Chemistry,25,26,51,5.3,C+,4
Semester 1,246BIA73054,CS201,Data Structures,46,28,74,7.6,B+,4
Semester 1,246BIA73054,CS202,Operating Systems,29,26,55,6.1,B,4
Semester 1,246BIA73054,CS203,Database Systems,41,44,85,9.4,A+,4
Semester 1,246BIA73054,CS301,Machine Learning,32,28,60,5.9,C+,4
Semester 1,246BIA73054,CS302,Computer Networks,29,36,65,7.0,B+,4
Semester 1,246BIA73054,CS303,Software Engineering,39,31,70,6.7,B,4
Semester 1,246BIA73054,CS304,Artificial Intelligence,28,48,76,8.5,A,4
Semester 1,246BIA73055,CS101,Mathematics,42,26,68,7.1,B+,4
Semester 1,246BIA73055,CS102,Physics,29,39,68,6.4,B,4
Semester 1,246BIA73055,CS103,Chemistry,40,39,79,8.3,A,4
Semester 1,246BIA73055,CS201,Data Structures,32,26,58,6.0,B,4
Semester 1,246BIA73055,CS202,Operating Systems,26,47,73,6.7,B,4
Semester 1,246BIA73055,CS203,Database Systems,45,31,76,6.9,B,4
Semester 1,246BIA73055,CS301,Machine Learning,46,43,89,9.0,A+,4
Semester 1,246BIA73055,CS302,Computer Networks,26,46,72,8.1,A,4
Semester 1,246BIA73055,CS303,Software Engineering,35,42,77,7.4,B+,4
Semester 1,246BIA73055,CS304,Artificial Intelligence,47,48,95,9.8,A+,4
Semester 1,246BIA73056,CS101,Mathematics,40,30,70,7.0,B+,4
Semester 1,246BIA73056,CS102,Physics,42,37,79,7.7,B+,4
Semester 1,246BIA73056,CS103,Chemistry,46,42,88,8.9,A,4
Semester 1,246BIA73056,CS201,Data Structures,42,50,92,8.4,A,4
Semester 1,246BIA73056,CS202,Operating Systems,30,36,66,6.7,B,4
Semester 1,246BIA73056,CS203,Database Systems,35,41,76,8.5,A,4
Semester 1,246BIA73056,CS301,Machine Learning,45,36,81,8.6,A,4
Semester 1,246BIA73056,CS302,Computer Networks,30,41,71,8.0,A,4
Semester 1,246BIA73056,CS303,Software Engineering,37,27,64,5.7,C+,4
Semester 1,246BIA73056,CS304,Artificial Intelligence,33,26,59,6.9,B,4
Semester 1,246BIA73057,CS101,Mathematics,39,47,86,9.1,A+,4
Semester 1,246BIA73057,CS102,Physics,44,37,81,8.6,A,4
Semester 1,246BIA73057,CS103,Chemistry,33,36,69,6.6,B,4
Semester 1,246BIA73057,CS201,Data Structures,39,48,87,8.8,A,4
Semester 1,246BIA73057,CS202,Operating Systems,41,47,88,9.2,A+,4
Semester 1,246BIA73057,CS203,Database Systems,38,29,67,6.5,B,4
Semester 1,246BIA73057,CS301,Machine Learning,48,39,87,9.1,A+,4
Semester 1,246BIA73057,CS302,Computer Networks,32,42,74,6.9,B,4
Semester 1,246BIA73057,CS303,Software Engineering,42,33,75,8.1,A,4
Semester 1,246BIA73057,CS304,Artificial Intelligence,44,40,84,7.9,B+,4
Semester 1,246BIA73058,CS101,Mathematics,27,27,54,6.0,B,4
Semester 1,246BIA73058,CS102,Physics,25,30,55,6.5,B,4
Semester 1,246BIA73058,CS103,Chemistry,48,30,78,7.8,B+,4
Semester 1,246BIA73058,CS201,Data Structures,26,36,62,6.6,B,4
Semester 1,246BIA73058,CS202,Operating Systems,33,38,71,6.5,B,4
Semester 1,246BIA73058,CS203,Database Systems,27,36,63,7.0,B+,4
Semester 1,246BIA73058,CS301,Machine Learning,36,41,77,6.8,B,4
Semester 1,246BIA73058,CS302,Computer Networks,36,31,67,7.3,B+,4
Semester 1,246BIA73058,CS303,Software Engineering,39,48,87,9.5,A+,4
Semester 1,246BIA73058,CS304,Artificial Intelligence,41,27,68,5.8,C+,4
Semester 1,246BIA73059,CS101,Mathematics,48,37,85,8.5,A,4
Semester 1,246BIA73059,CS102,Physics,42,28,70,6.3,B,4
Semester 1,246BIA73059,CS103,Chemistry,42,42,84,8.3,A,4
Semester 1,246BIA73059,CS201,Data Structures,50,32,82,8.1,A,4
Semester 1,246BIA73059,CS202,Operating Systems,45,39,84,8.9,A,4
Semester 1,246BIA73059,CS203,Database Systems,27,30,57,5.8,C+,4
Semester 1,246BIA73059,CS301,Machine Learning,28,48,76,8.4,A,4
Semester 1,246BIA73059,CS302,Computer Networks,30,44,74,7.3,B+,4
Semester 1,246BIA73059,CS303,Software Engineering,39,45,84,9.2,A+,4
Semester 1,246BIA73059,CS304,Artificial Intelligence,46,44,90,9.6,A+,4
Semester 1,246BIA73060,CS101,Mathematics,40,37,77,8.4,A,4
Semester 1,246BIA73060,CS102,Physics,40,34,74,7.2,B+,4
Semester 1,246BIA73060,CS103,Chemistry,29,39,68,7.0,B+,4
Semester 1,246BIA73060,CS201,Data Structures,25,45,70,6.9,B,4
Semester 1,246BIA73060,CS202,Operating Systems,45,45,90,8.4,A,4
Semester 1,246BIA73060,CS203,Database Systems,47,38,85,7.7,B+,4
Semester 1,246BIA73060,CS301,Machine Learning,27,25,52,5.0,C+,4
Semester 1,246BIA73060,CS302,Computer Networks,37,40,77,8.3,A,4
Semester 1,246BIA73060,CS303,Software Engineering,40,41,81,7.8,B+,4
Semester 1,246BIA73060,CS304,Artificial Intelligence,35,41,76,8.4,A,4
Semester 2,246BIA73001,CS101,Mathematics,39,50,89,8.3,A,4
Semester 2,246BIA73001,CS102,Physics,39,30,69,7.5,B+,4
Semester 2,246BIA73001,CS103,Chemistry,25,46,71,6.6,B,4
Semester 2,246BIA73001,CS201,Data Structures,34,26,60,6.9,B,4
Semester 2,246BIA73001,CS202,Operating Systems,39,36,75,6.8,B,4
Semester 2,246BIA73001,CS203,Database Systems,49,34,83,9.1,A+,4
Semester 2,246BIA73001,CS301,Machine Learning,49,27,76,8.4,A,4
Semester 2,246BIA73001,CS302,Computer Networks,28,45,73,6.7,B,4
Semester 2,246BIA73001,CS303,Software Engineering,36,35,71,6.3,B,4
Semester 2,246BIA73001,CS304,Artificial Intelligence,34,35,69,6.7,B,4
Semester 2,246BIA73002,CS101,Mathematics,46,33,79,7.7,B+,4
Semester 2,246BIA73002,CS102,Physics,34,34,68,6.0,B,4
Semester 2,246BIA73002,CS103,Chemistry,48,25,73,6.4,B,4
Semester 2,246BIA73002,CS201,Data Structures,28,34,62,5.6,C+,4
Semester 2,246BIA73002,CS202,Operating Systems,50,42,92,9.6,A+,4
Semester 2,246BIA73002,CS203,Database Systems,38,42,80,7.2,B+,4
Semester 2,246BIA73002,CS301,Machine Learning,43,50,93,8.7,A,4
Semester 2,246BIA73002,CS302,Computer Networks,46,47,93,9.5,A+,4
Semester 2,246BIA73002,CS303,Software Engineering,36,43,79,8.5,A,4
Semester 2,246BIA73002,CS304,Artificial Intelligence,29,33,62,6.3,B,4
Semester 2,246BIA73003,CS101,Mathematics,28,25,53,4.8,C,4
Semester 2,246BIA73003,CS102,Physics,36,46,82,9.1,A+,4
Semester 2,246BIA73003,CS103,Chemistry,40,40,80,7.9,B+,4
Semester 2,246BIA73003,CS201,Data Structures,46,32,78,7.9,B+,4
Semester 2,246BIA73003,CS202,Operating Systems,50,31,81,7.1,B+,4
Semester 2,246BIA73003,CS203,Database Systems,36,29,65,6.8,B,4
Semester 2,246BIA73003,CS301,Machine Learning,45,46,91,8.2,A,4
Semester 2,246BIA73003,CS302,Computer Networks,42,26,68,6.0,B,4
Semester 2,246BIA73003,CS303,Software Engineering,40,33,73,7.9,B+,4
Semester 2,246BIA73003,CS304,Artificial Intelligence,42,43,85,8.8,A,4
Semester 2,246BIA73004,CS101,Mathematics,26,27,53,6.2,B,4
Semester 2,246BIA73004,CS102,Physics,38,39,77,7.8,B+,4
Semester 2,246BIA73004,CS103,Chemistry,36,27,63,7.0,B+,4
Semester 2,246BIA73004,CS201,Data Structures,42,28,70,7.0,B+,4
Semester 2,246BIA73004,CS202,Operating Systems,28,47,75,6.6,B,4
Semester 2,246BIA73004,CS203,Database Systems,42,36,78,8.5,A,4
Semester 2,246BIA73004,CS301,Machine Learning,49,50,99,10.0,A+,4
Semester 2,246BIA73004,CS302,Computer Networks,44,34,78,7.7,B+,4
Semester 2,246BIA73004,CS303,Software Engineering,28,47,75,7.9,B+,4
Semester 2,246BIA73004,CS304,Artificial Intelligence,30,39,69,7.7,B+,4
Semester 2,246BIA73005,CS101,Mathematics,43,32,75,6.7,B,4
Semester 2,246BIA73005,CS102,Physics,30,45,75,7.2,B+,4
Semester 2,246BIA73005,CS103,Chemistry,25,31,56,6.4,B,4
Semester 2,246BIA73005,CS201,Data Structures,50,44,94,10.0,A+,4
Semester 2,246BIA73005,CS202,Operating Systems,35,34,69,6.0,B,4
Semester 2,246BIA73005,CS203,Database Systems,31,43,74,7.5,B+,4
Semester 2,246BIA73005,CS301,Machine Learning,27,38,65,7.3,B+,4
Semester 2,246BIA73005,CS302,Computer Networks,45,30,75,8.3,A,4
Semester 2,246BIA73005,CS303,Software Engineering,47,42,89,8.8,A,4
Semester 2,246BIA73005,CS304,Artificial Intelligence,48,26,74,6.5,B,4
Semester 2,246BIA73006,CS101,Mathematics,35,31,66,7.0,B+,4
Semester 2,246BIA73006,CS102,Physics,45,42,87,9.5,A+,4
Semester 2,246BIA73006,CS103,Chemistry,40,26,66,6.8,B,4
Semester 2,246BIA73006,CS201,Data Structures,50,33,83,8.2,A,4
Semester 2,246BIA73006,CS202,Operating Systems,43,27,70,7.2,B+,4
Semester 2,246BIA73006,CS203,Database Systems,45,43,88,9.4,A+,4
Semester 2,246BIA73006,CS301,Machine Learning,35,47,82,8.0,A,4
Semester 2,246BIA73006,CS302,Computer Networks,45,32,77,6.9,B,4
Semester 2,246BIA73006,CS303,Software Engineering,42,47,89,8.4,A,4
Semester 2,246BIA73006,CS304,Artificial Intelligence,33,29,62,6.4,B,4
Semester 2,246BIA73007,CS101,Mathematics,39,44,83,8.1,A,4
Semester 2,246BIA73007,CS102,Physics,44,48,92,10.0,A+,4
Semester 2,246BIA73007,CS103,Chemistry,31,35,66,7.1,B+,4
Semester 2,246BIA73007,CS201,Data Structures,40,48,88,9.7,A+,4
Semester 2,246BIA73007,CS202,Operating Systems,50,45,95,8.7,A,4
Semester 2,246BIA73007,CS203,Database Systems,45,42,87,8.7,A,4
Semester 2,246BIA73007,CS301,Machine Learning,31,30,61,5.5,C+,4
Semester 2,246BIA73007,CS302,Computer Networks,47,38,85,8.6,A,4
Semester 2,246BIA73007,CS303,Software Engineering,39,42,81,8.1,A,4
Semester 2,246BIA73007,CS304,Artificial Intelligence,30,39,69,6.5,B,4
Semester 2,246BIA73008,CS101,Mathematics,37,42,79,8.0,A,4
Semester 2,246BIA73008,CS102,Physics,40,28,68,6.4,B,4
Semester 2,246BIA73008,CS103,Chemistry,43,30,73,7.8,B+,4
Semester 2,246BIA73008,CS201,Data Structures,44,44,88,8.6,A,4
Semester 2,246BIA73008,CS202,Operating Systems,45,35,80,7.4,B+,4
Semester 2,246BIA73008,CS203,Database Systems,42,29,71,7.2,B+,4
Semester 2,246BIA73008,CS301,Machine Learning,44,33,77,8.4,A,4
Semester 2,246BIA73008,CS302,Computer Networks,34,43,77,8.7,A,4
Semester 2,246BIA73008,CS303,Software Engineering,50,46,96,10.0,A+,4
Semester 2,246BIA73008,CS304,Artificial Intelligence,40,35,75,6.9,B,4
Semester 2,246BIA73009,CS101,Mathematics,34,44,78,7.2,B+,4
Semester 2,246BIA73009,CS102,Physics,38,33,71,6.9,B,4
Semester 2,246BIA73009,CS103,Chemistry,47,44,91,8.2,A,4
Semester 2,246BIA73009,CS201,Data Structures,48,46,94,8.8,A,4
Semester 2,246BIA73009,CS202,Operating Systems,27,34,61,6.9,B,4
Semester 2,246BIA73009,CS203,Database Systems,47,37,84,7.5,B+,4
Semester 2,246BIA73009,CS301,Machine Learning,26,26,52,4.9,C,4
Semester 2,246BIA73009,CS302,Computer Networks,30,49,79,7.1,B+,4
Semester 2,246BIA73009,CS303,Software Engineering,30,37,67,7.1,B+,4
Semester 2,246BIA73009,CS304,Artificial Intelligence,29,35,64,7.1,B+,4
Semester 2,246BIA73010,CS101,Mathematics,34,35,69,6.9,B,4
Semester 2,246BIA73010,CS102,Physics,42,31,73,6.6,B,4
Semester 2,246BIA73010,CS103,Chemistry,33,40,73,7.5,B+,4
Semester 2,246BIA73010,CS201,Data Structures,49,41,90,10.0,A+,4
Semester 2,246BIA73010,CS202,Operating Systems,27,49,76,6.8,B,4
Semester 2,246BIA73010,CS203,Database Systems,29,30,59,5.0,C+,4
Semester 2,246BIA73010,CS301,Machine Learning,42,46,88,9.1,A+,4
Semester 2,246BIA73010,CS302,Computer Networks,29,33,62,5.3,C+,4
Semester 2,246BIA73010,CS303,Software Engineering,46,34,80,8.3,A,4
Semester 2,246BIA73010,CS304,Artificial Intelligence,42,28,70,6.5,B,4
Semester 2,246BIA73011,CS101,Mathematics,33,37,70,7.4,B+,4
Semester 2,246BIA73011,CS102,Physics,41,38,79,7.7,B+,4
Semester 2,246BIA73011,CS103,Chemistry,48,28,76,7.5,B+,4
Semester 2,246BIA73011,CS201,Data Structures,39,30,69,6.3,B,4
Semester 2,246BIA73011,CS202,Operating Systems,41,39,80,8.0,A,4
Semester 2,246BIA73011,CS203,Database Systems,27,42,69,7.4,B+,4
Semester 2,246BIA73011,CS301,Machine Learning,39,46,85,7.6,B+,4
Semester 2,246BIA73011,CS302,Computer Networks,44,43,87,8.1,A,4
Semester 2,246BIA73011,CS303,Software Engineering,48,38,86,9.3,A+,4
Semester 2,246BIA73011,CS304,Artificial Intelligence,44,26,70,6.6,B,4
Semester 2,246BIA73012,CS101,Mathematics,26,42,68,6.4,B,4
Semester 2,246BIA73012,CS102,Physics,36,30,66,6.4,B,4
Semester 2,246BIA73012,CS103,Chemistry,43,50,93,10.0,A+,4
Semester 2,246BIA73012,CS201,Data Structures,48,36,84,8.3,A,4
Semester 2,246BIA73012,CS202,Operating Systems,27,25,52,5.1,C+,4
Semester 2,246BIA73012,CS203,Database Systems,31,30,61,5.7,C+,4
Semester 2,246BIA73012,CS301,Machine Learning,29,35,64,6.1,B,4
Semester 2,246BIA73012,CS302,Computer Networks,39,32,71,7.7,B+,4
